"created","prevp"
2018-05-16 17:46:01,717
2018-05-16 17:46:15,717
2018-05-16 17:46:30,717
2018-05-16 17:46:44,717
2018-05-16 17:47:11,717
2018-05-16 17:47:25,717
2018-05-16 17:47:40,717
2018-05-16 17:47:55,717
2018-05-16 17:48:10,718
2018-05-16 17:48:25,717
2018-05-16 17:48:48,717
2018-05-16 17:49:05,717
2018-05-16 17:49:27,718
2018-05-16 17:49:41,719
2018-05-16 17:49:56,719
2018-05-16 17:50:23,719
2018-05-16 17:50:37,716
2018-05-16 17:50:51,714
2018-05-16 17:51:06,711
2018-05-16 17:51:20,709
2018-05-16 17:51:35,707
2018-05-16 17:51:49,705
2018-05-16 17:52:03,703
2018-05-16 17:52:26,700
2018-05-16 17:52:41,697
2018-05-16 17:52:55,695
2018-05-16 17:53:09,693
2018-05-16 17:53:24,691
2018-05-16 17:53:40,689
2018-05-16 17:53:54,686
2018-05-16 17:54:08,682
2018-05-16 17:54:23,674
2018-05-16 17:54:38,667
2018-05-16 17:54:52,661
2018-05-16 17:55:06,654
2018-05-16 17:55:20,648
2018-05-16 17:55:34,642
2018-05-16 17:55:49,636
2018-05-16 17:56:03,630
2018-05-16 17:56:17,625
2018-05-16 17:56:31,619
2018-05-16 17:56:46,613
2018-05-16 17:57:01,608
2018-05-16 17:57:16,603
2018-05-16 17:57:30,597
2018-05-16 17:57:44,592
2018-05-16 17:57:59,586
2018-05-16 17:58:13,581
2018-05-16 17:58:27,576
2018-05-16 17:58:55,566
2018-05-16 17:59:09,561
2018-05-16 17:59:23,556
2018-05-16 17:59:38,551
2018-05-16 17:59:52,546
2018-05-16 18:00:06,542
2018-05-16 18:00:33,533
2018-05-16 18:00:48,528
2018-05-16 18:01:02,523
2018-05-16 18:01:17,519
2018-05-16 18:01:31,514
2018-05-16 18:01:45,510
2018-05-16 18:02:00,505
2018-05-16 18:02:16,500
2018-05-16 18:02:31,495
2018-05-16 18:02:58,487
2018-05-16 18:03:13,483
2018-05-16 18:03:27,479
2018-05-16 18:03:41,475
2018-05-16 18:03:56,470
2018-05-16 18:04:10,467
2018-05-16 18:04:24,462
2018-05-16 18:04:38,458
2018-05-16 18:04:53,454
2018-05-16 18:05:31,444
2018-05-16 18:05:47,440
2018-05-16 18:06:00,436
2018-05-16 18:06:15,432
2018-05-16 18:06:29,429
2018-05-16 18:06:43,425
2018-05-16 18:06:58,421
2018-05-16 18:07:20,416
2018-05-16 18:07:35,412
2018-05-16 18:07:49,409
2018-05-16 18:08:03,405
2018-05-16 18:08:18,402
2018-05-16 18:08:33,398
2018-05-16 18:08:47,395
2018-05-16 18:09:01,391
2018-05-16 18:09:16,388
2018-05-16 18:09:31,385
2018-05-16 18:09:45,381
2018-05-16 18:10:12,375
2018-05-16 18:10:27,372
2018-05-16 18:10:43,368
2018-05-16 18:10:57,365
2018-05-16 18:11:13,362
2018-05-16 18:11:27,359
2018-05-16 18:11:42,356
2018-05-16 18:11:56,353
2018-05-16 18:12:12,350
2018-05-16 18:12:27,346
2018-05-16 18:12:43,343
2018-05-16 18:12:58,340
2018-05-16 18:13:13,337
2018-05-16 18:13:32,333
2018-05-16 18:13:47,331
2018-05-16 18:14:01,328
2018-05-16 18:14:16,325
2018-05-16 18:14:30,322
2018-05-16 18:14:44,320
2018-05-16 18:14:57,317
2018-05-16 18:15:12,314
2018-05-16 18:15:39,308
2018-05-16 18:15:54,301
2018-05-16 18:16:08,295
2018-05-16 18:16:22,289
2018-05-16 18:16:37,284
2018-05-16 18:16:51,279
2018-05-16 18:17:05,273
2018-05-16 18:17:19,268
2018-05-16 18:17:34,263
2018-05-16 18:17:48,259
2018-05-16 18:18:02,254
2018-05-16 18:18:16,250
2018-05-16 18:18:31,245
2018-05-16 18:18:44,241
2018-05-16 18:18:59,237
2018-05-16 18:19:13,233
2018-05-16 18:19:28,229
2018-05-16 18:19:42,225
2018-05-16 18:19:56,221
2018-05-16 18:20:11,217
2018-05-16 18:20:25,213
2018-05-16 18:20:39,210
2018-05-16 18:20:54,206
2018-05-16 18:21:08,203
2018-05-16 18:21:22,199
2018-05-16 18:21:36,196
2018-05-16 18:21:50,193
2018-05-16 18:22:05,190
2018-05-16 18:22:19,186
2018-05-16 18:22:33,183
2018-05-16 18:23:00,178
2018-05-16 18:23:13,175
2018-05-16 18:23:27,172
2018-05-16 18:23:42,169
2018-05-16 18:23:56,167
2018-05-16 18:24:10,164
2018-05-16 18:24:24,161
2018-05-16 18:24:38,159
2018-05-16 18:24:52,156
2018-05-16 18:25:19,152
2018-05-16 18:25:33,149
2018-05-16 18:26:02,145
2018-05-16 18:26:15,142
2018-05-16 18:26:30,140
2018-05-16 18:26:44,138
2018-05-16 18:26:59,136
2018-05-16 18:27:14,133
2018-05-16 18:27:28,131
2018-05-16 18:27:43,129
2018-05-16 18:27:59,127
2018-05-16 18:28:26,123
2018-05-16 18:28:40,121
2018-05-16 18:28:54,120
2018-05-16 18:29:08,118
2018-05-16 18:29:21,116
2018-05-16 18:29:35,114
2018-05-16 18:29:49,113
2018-05-16 18:30:04,111
2018-05-16 18:30:18,109
2018-05-16 18:30:32,108
2018-05-16 18:30:46,106
2018-05-16 18:30:59,104
2018-05-16 18:31:14,103
2018-05-16 18:31:28,101
2018-05-16 18:31:42,100
2018-05-16 18:31:55,98
2018-05-16 18:32:09,97
2018-05-16 18:32:24,95
2018-05-16 18:32:39,94
2018-05-16 18:32:53,93
2018-05-16 18:33:08,91
2018-05-16 18:33:23,90
2018-05-16 18:33:37,88
2018-05-16 18:33:52,87
2018-05-16 18:34:07,86
2018-05-16 18:34:21,84
2018-05-16 18:34:35,83
2018-05-16 18:34:50,82
2018-05-16 18:35:04,81
2018-05-16 18:35:19,80
2018-05-16 18:35:33,78
2018-05-16 18:35:48,77
2018-05-16 18:36:03,76
2018-05-16 18:36:30,74
2018-05-16 18:36:45,73
2018-05-16 18:37:00,72
2018-05-16 18:37:14,71
2018-05-16 18:37:29,70
2018-05-16 18:37:43,69
2018-05-16 18:37:57,68
2018-05-16 18:38:11,67
2018-05-16 18:38:24,66
2018-05-16 18:38:38,65
2018-05-16 18:38:53,64
2018-05-16 18:39:07,63
2018-05-16 18:39:21,62
2018-05-16 18:39:35,62
2018-05-16 18:39:49,61
2018-05-16 18:40:03,60
2018-05-16 18:40:17,59
2018-05-16 18:40:32,58
2018-05-16 18:40:46,57
2018-05-16 18:41:00,57
2018-05-16 18:41:15,56
2018-05-16 18:41:30,55
2018-05-16 18:41:45,54
2018-05-16 18:41:59,54
2018-05-16 18:42:14,53
2018-05-16 18:42:28,52
2018-05-16 18:42:43,51
2018-05-16 18:42:58,51
2018-05-16 18:43:12,50
2018-05-16 18:43:26,49
2018-05-16 18:43:40,49
2018-05-16 18:43:55,48
2018-05-16 18:44:09,48
2018-05-16 18:44:22,47
2018-05-16 18:44:37,46
2018-05-16 18:44:51,46
2018-05-16 18:45:06,45
2018-05-16 18:45:22,45
2018-05-16 18:45:36,44
2018-05-16 18:45:51,43
2018-05-16 18:46:05,43
2018-05-16 18:46:20,42
2018-05-16 18:46:36,42
2018-05-16 18:46:51,41
2018-05-16 18:47:05,41
2018-05-16 18:47:20,40
2018-05-16 18:47:35,40
2018-05-16 18:47:50,39
2018-05-16 18:48:04,39
2018-05-16 18:48:18,38
2018-05-16 18:48:32,38
2018-05-16 18:48:46,37
2018-05-16 18:48:59,37
2018-05-16 18:49:13,37
2018-05-16 18:49:27,36
2018-05-16 18:49:41,36
2018-05-16 18:49:55,35
2018-05-16 18:50:11,35
2018-05-16 18:50:26,34
2018-05-16 18:50:40,34
2018-05-16 18:50:55,34
2018-05-16 18:51:10,33
2018-05-16 18:51:23,33
2018-05-16 18:51:37,33
2018-05-16 18:51:52,32
2018-05-16 18:52:06,32
2018-05-16 18:52:20,31
2018-05-16 18:52:34,31
2018-05-16 18:52:49,31
2018-05-16 18:53:02,31
2018-05-16 18:53:17,30
2018-05-16 18:53:31,30
2018-05-16 18:53:46,30
2018-05-16 18:54:01,29
2018-05-16 18:54:15,29
2018-05-16 18:54:29,29
2018-05-16 18:54:43,28
2018-05-16 18:54:57,28
2018-05-16 18:55:11,28
2018-05-16 18:55:26,27
2018-05-16 18:55:41,27
2018-05-16 18:55:55,27
2018-05-16 18:56:09,27
2018-05-16 18:56:23,26
2018-05-16 18:56:37,26
2018-05-16 18:56:51,26
2018-05-16 18:57:05,26
2018-05-16 18:57:19,25
2018-05-16 18:57:34,25
2018-05-16 18:57:48,25
2018-05-16 18:58:02,25
2018-05-16 18:58:17,24
2018-05-16 18:58:31,24
2018-05-16 18:58:46,24
2018-05-16 18:59:00,24
2018-05-16 18:59:14,24
2018-05-16 18:59:29,23
2018-05-16 18:59:43,23
2018-05-16 18:59:57,23
2018-05-16 19:00:12,23
2018-05-16 19:00:26,23
2018-05-16 19:00:40,22
2018-05-16 19:00:54,22
2018-05-16 19:01:09,22
2018-05-16 19:01:22,22
2018-05-16 19:01:38,22
2018-05-16 19:01:52,22
2018-05-16 19:02:06,21
2018-05-16 19:02:21,21
2018-05-16 19:02:35,21
2018-05-16 19:02:50,21
2018-05-16 19:03:05,21
2018-05-16 19:03:20,21
2018-05-16 19:03:34,20
2018-05-16 19:03:49,20
2018-05-16 19:04:03,20
2018-05-16 19:04:17,20
2018-05-16 19:04:32,20
2018-05-16 19:04:47,20
2018-05-16 19:05:01,20
2018-05-16 19:05:16,20
2018-05-16 19:05:30,19
2018-05-16 19:05:44,19
2018-05-16 19:05:58,19
2018-05-16 19:06:12,19
2018-05-16 19:06:26,19
2018-05-16 19:06:40,19
2018-05-16 19:06:54,19
2018-05-16 19:07:10,19
2018-05-16 19:07:25,19
2018-05-16 19:07:39,19
2018-05-16 19:07:53,19
2018-05-16 19:08:08,18
2018-05-16 19:08:24,18
2018-05-16 19:08:38,18
2018-05-16 19:08:54,18
2018-05-16 19:09:07,18
2018-05-16 19:09:22,18
2018-05-16 19:09:35,18
2018-05-16 19:09:50,18
2018-05-16 19:10:03,18
2018-05-16 19:10:17,17
2018-05-16 19:10:31,17
2018-05-16 19:10:45,17
2018-05-16 19:10:59,16
2018-05-16 19:11:13,16
2018-05-16 19:11:28,16
2018-05-16 19:11:41,16
2018-05-16 19:11:56,15
2018-05-16 19:12:10,15
2018-05-16 19:12:24,15
2018-05-16 19:12:38,15
2018-05-16 19:12:52,14
2018-05-16 19:13:06,14
2018-05-16 19:13:20,14
2018-05-16 19:13:35,14
2018-05-16 19:13:49,14
2018-05-16 19:14:03,13
2018-05-16 19:14:17,13
2018-05-16 19:14:31,13
2018-05-16 19:14:45,13
2018-05-16 19:14:59,13
2018-05-16 19:15:13,13
2018-05-16 19:15:28,13
2018-05-16 19:15:42,12
2018-05-16 19:15:56,12
2018-05-16 19:16:11,12
2018-05-16 19:16:25,12
2018-05-16 19:16:39,12
2018-05-16 19:16:55,12
2018-05-16 19:17:10,12
2018-05-16 19:17:24,11
2018-05-16 19:17:38,11
2018-05-16 19:17:52,11
2018-05-16 19:18:07,11
2018-05-16 19:18:21,11
2018-05-16 19:18:35,11
2018-05-16 19:18:49,11
2018-05-16 19:19:16,11
2018-05-16 19:19:30,11
2018-05-16 19:19:44,10
2018-05-16 19:19:58,10
2018-05-16 19:20:13,14
2018-05-16 19:20:28,14
2018-05-16 19:20:42,14
2018-05-16 19:20:56,15
2018-05-16 19:21:11,15
2018-05-16 19:21:25,15
2018-05-16 19:21:40,16
2018-05-16 19:21:55,16
2018-05-16 19:22:09,16
2018-05-16 19:22:23,17
2018-05-16 19:22:38,17
2018-05-16 19:22:52,17
2018-05-16 19:23:06,18
2018-05-16 19:23:20,19
2018-05-16 19:23:35,19
2018-05-16 19:23:48,20
2018-05-16 19:24:02,20
2018-05-16 19:24:15,20
2018-05-16 19:24:30,21
2018-05-16 19:24:44,21
2018-05-16 19:24:58,22
2018-05-16 19:25:13,22
2018-05-16 19:25:27,22
2018-05-16 19:25:41,23
2018-05-16 19:25:55,23
2018-05-16 19:26:17,24
2018-05-16 19:26:31,24
2018-05-16 19:26:45,24
2018-05-16 19:26:59,25
2018-05-16 19:27:14,25
2018-05-16 19:27:28,25
2018-05-16 19:27:42,26
2018-05-16 19:27:56,26
2018-05-16 19:28:11,26
2018-05-16 19:28:24,27
2018-05-16 19:28:39,27
2018-05-16 19:28:53,27
2018-05-16 19:29:06,28
2018-05-16 19:29:20,28
2018-05-16 19:29:35,28
2018-05-16 19:29:50,29
2018-05-16 19:30:04,29
2018-05-16 19:30:18,29
2018-05-16 19:30:31,29
2018-05-16 19:30:45,30
2018-05-16 19:30:59,30
2018-05-16 19:31:13,30
2018-05-16 19:31:28,31
2018-05-16 19:31:43,31
2018-05-16 19:31:57,31
2018-05-16 19:32:11,32
2018-05-16 19:32:25,32
2018-05-16 19:32:40,32
2018-05-16 19:32:54,33
2018-05-16 19:33:08,33
2018-05-16 19:33:23,33
2018-05-16 19:33:37,33
2018-05-16 19:33:51,34
2018-05-16 19:34:06,34
2018-05-16 19:34:20,34
2018-05-16 19:34:35,35
2018-05-16 19:34:50,35
2018-05-16 19:35:05,35
2018-05-16 19:35:19,35
2018-05-16 19:35:33,36
2018-05-16 19:35:47,36
2018-05-16 19:36:01,36
2018-05-16 19:36:16,37
2018-05-16 19:36:30,37
2018-05-16 19:36:45,37
2018-05-16 19:36:59,37
2018-05-16 19:37:13,37
2018-05-16 19:37:27,37
2018-05-16 19:37:41,37
2018-05-16 19:37:56,37
2018-05-16 19:38:10,37
2018-05-16 19:38:24,37
2018-05-16 19:38:39,37
2018-05-16 19:38:53,37
2018-05-16 19:39:07,37
2018-05-16 19:39:21,37
2018-05-16 19:39:35,37
2018-05-16 19:39:50,37
2018-05-16 19:40:04,37
2018-05-16 19:40:19,37
2018-05-16 19:40:33,37
2018-05-16 19:40:47,37
2018-05-16 19:41:01,37
2018-05-16 19:41:15,37
2018-05-16 19:41:31,37
2018-05-16 19:41:45,37
2018-05-16 19:41:59,37
2018-05-16 19:42:13,37
2018-05-16 19:42:28,37
2018-05-16 19:42:42,37
2018-05-16 19:42:56,37
2018-05-16 19:43:11,37
2018-05-16 19:43:25,38
2018-05-16 19:43:41,38
2018-05-16 19:43:56,38
2018-05-16 19:44:11,38
2018-05-16 19:44:24,38
2018-05-16 19:44:38,38
2018-05-16 19:44:53,38
2018-05-16 19:45:07,38
2018-05-16 19:45:21,38
2018-05-16 19:45:35,38
2018-05-16 19:45:49,38
2018-05-16 19:46:03,38
2018-05-16 19:46:17,38
2018-05-16 19:46:31,38
2018-05-16 19:46:45,38
2018-05-16 19:46:59,38
2018-05-16 19:47:14,38
2018-05-16 19:47:28,38
2018-05-16 19:47:43,38
2018-05-16 19:47:57,38
2018-05-16 19:48:11,38
2018-05-16 19:48:26,38
2018-05-16 19:48:41,38
2018-05-16 19:48:54,38
2018-05-16 19:49:09,38
2018-05-16 19:49:23,38
2018-05-16 19:49:37,38
2018-05-16 19:49:51,38
2018-05-16 19:50:05,38
2018-05-16 19:50:20,38
2018-05-16 19:50:35,38
2018-05-16 19:50:51,38
2018-05-16 19:51:05,38
2018-05-16 19:51:19,38
2018-05-16 19:51:33,38
2018-05-16 19:51:47,38
2018-05-16 19:52:01,38
2018-05-16 19:52:15,38
2018-05-16 19:52:29,38
2018-05-16 19:52:43,38
2018-05-16 19:52:59,38
2018-05-16 19:53:13,38
2018-05-16 19:53:28,38
2018-05-16 19:53:42,38
2018-05-16 19:53:57,38
2018-05-16 19:54:12,38
2018-05-16 19:54:28,38
2018-05-16 19:54:42,38
2018-05-16 19:54:56,38
2018-05-16 19:55:10,38
2018-05-16 19:55:24,38
2018-05-16 19:55:38,38
2018-05-16 19:55:53,38
2018-05-16 19:56:08,38
2018-05-16 19:56:22,37
2018-05-16 19:56:36,37
2018-05-16 19:56:51,37
2018-05-16 19:57:05,37
2018-05-16 19:57:19,37
2018-05-16 19:57:32,37
2018-05-16 19:57:47,37
2018-05-16 19:58:02,37
2018-05-16 19:58:16,37
2018-05-16 19:58:31,37
2018-05-16 19:58:45,37
2018-05-16 19:58:59,37
2018-05-16 19:59:15,37
2018-05-16 19:59:30,37
2018-05-16 19:59:43,37
2018-05-16 19:59:58,37
2018-05-16 20:00:12,37
2018-05-16 20:00:26,37
2018-05-16 20:00:40,37
2018-05-16 20:00:54,37
2018-05-16 20:01:08,37
2018-05-16 20:01:23,37
2018-05-16 20:01:37,37
2018-05-16 20:01:51,37
2018-05-16 20:02:04,37
2018-05-16 20:02:18,37
2018-05-16 20:02:33,37
2018-05-16 20:02:47,37
2018-05-16 20:03:01,37
2018-05-16 20:03:15,37
2018-05-16 20:03:30,37
2018-05-16 20:03:43,37
2018-05-16 20:03:57,36
2018-05-16 20:04:12,36
2018-05-16 20:04:26,36
2018-05-16 20:04:40,36
2018-05-16 20:04:55,36
2018-05-16 20:05:10,36
2018-05-16 20:05:24,36
2018-05-16 20:05:38,36
2018-05-16 20:05:53,36
2018-05-16 20:06:07,36
2018-05-16 20:06:21,36
2018-05-16 20:06:35,36
2018-05-16 20:06:49,36
2018-05-16 20:07:04,36
2018-05-16 20:07:19,36
2018-05-16 20:07:35,36
2018-05-16 20:07:49,36
2018-05-16 20:08:03,36
2018-05-16 20:08:18,36
2018-05-16 20:08:32,36
2018-05-16 20:08:46,36
2018-05-16 20:09:01,36
2018-05-16 20:09:15,36
2018-05-16 20:09:29,36
2018-05-16 20:09:43,36
2018-05-16 20:09:57,36
2018-05-16 20:10:11,36
2018-05-16 20:10:25,36
2018-05-16 20:10:40,36
2018-05-16 20:10:55,36
2018-05-16 20:11:09,36
2018-05-16 20:11:24,36
2018-05-16 20:11:38,36
2018-05-16 20:11:52,36
2018-05-16 20:12:06,36
2018-05-16 20:12:21,36
2018-05-16 20:12:35,36
2018-05-16 20:12:49,36
2018-05-16 20:13:03,36
2018-05-16 20:13:18,36
2018-05-16 20:13:32,36
2018-05-16 20:13:46,35
2018-05-16 20:14:01,35
2018-05-16 20:14:15,35
2018-05-16 20:14:29,35
2018-05-16 20:14:44,35
2018-05-16 20:14:59,35
2018-05-16 20:15:13,35
2018-05-16 20:15:28,35
2018-05-16 20:15:42,35
2018-05-16 20:15:56,35
2018-05-16 20:16:11,35
2018-05-16 20:16:25,35
2018-05-16 20:16:40,35
2018-05-16 20:16:55,35
2018-05-16 20:17:09,35
2018-05-16 20:17:24,35
2018-05-16 20:17:39,35
2018-05-16 20:17:54,35
2018-05-16 20:18:09,35
2018-05-16 20:18:23,35
2018-05-16 20:18:38,35
2018-05-16 20:18:52,35
2018-05-16 20:19:06,35
2018-05-16 20:19:20,35
2018-05-16 20:19:34,35
2018-05-16 20:19:48,35
2018-05-16 20:20:02,35
2018-05-16 20:20:18,35
2018-05-16 20:20:32,35
2018-05-16 20:20:47,35
2018-05-16 20:21:01,35
2018-05-16 20:21:15,35
2018-05-16 20:21:30,35
2018-05-16 20:21:45,35
2018-05-16 20:21:59,35
2018-05-16 20:22:13,35
2018-05-16 20:22:28,35
2018-05-16 20:22:42,35
2018-05-16 20:22:57,35
2018-05-16 20:23:12,35
2018-05-16 20:23:26,35
2018-05-16 20:23:40,35
2018-05-16 20:23:54,35
2018-05-16 20:24:08,35
2018-05-16 20:24:22,35
2018-05-16 20:24:36,35
2018-05-16 20:24:51,35
2018-05-16 20:25:05,35
2018-05-16 20:25:20,35
2018-05-16 20:25:34,35
2018-05-16 20:25:48,35
2018-05-16 20:26:02,35
2018-05-16 20:26:16,35
2018-05-16 20:26:31,35
2018-05-16 20:26:45,35
2018-05-16 20:26:59,35
2018-05-16 20:27:12,35
2018-05-16 20:27:26,35
2018-05-16 20:27:41,35
2018-05-16 20:27:55,35
2018-05-16 20:28:09,35
2018-05-16 20:28:23,35
2018-05-16 20:28:36,35
2018-05-16 20:28:51,35
2018-05-16 20:29:05,35
2018-05-16 20:29:19,35
2018-05-16 20:29:33,34
2018-05-16 20:29:47,34
2018-05-16 20:30:02,34
2018-05-16 20:30:16,34
2018-05-16 20:30:31,34
2018-05-16 20:30:45,34
2018-05-16 20:31:00,34
2018-05-16 20:31:15,34
2018-05-16 20:31:29,34
2018-05-16 20:31:42,34
2018-05-16 20:31:57,34
2018-05-16 20:32:11,34
2018-05-16 20:32:25,34
2018-05-16 20:32:39,34
2018-05-16 20:32:53,34
2018-05-16 20:33:08,34
2018-05-16 20:33:22,34
2018-05-16 20:33:36,34
2018-05-16 20:33:50,34
2018-05-16 20:34:05,34
2018-05-16 20:34:19,34
2018-05-16 20:34:34,34
2018-05-16 20:34:49,34
2018-05-16 20:35:03,34
2018-05-16 20:35:18,34
2018-05-16 20:35:33,34
2018-05-16 20:35:48,34
2018-05-16 20:36:02,34
2018-05-16 20:36:16,34
2018-05-16 20:36:30,34
2018-05-16 20:36:43,34
2018-05-16 20:36:57,34
2018-05-16 20:37:11,34
2018-05-16 20:37:26,34
2018-05-16 20:37:41,34
2018-05-16 20:37:55,34
2018-05-16 20:38:09,34
2018-05-16 20:38:23,34
2018-05-16 20:38:37,34
2018-05-16 20:38:52,34
2018-05-16 20:39:06,34
2018-05-16 20:39:21,34
2018-05-16 20:39:36,34
2018-05-16 20:39:51,34
2018-05-16 20:40:05,34
2018-05-16 20:40:20,34
2018-05-16 20:40:33,34
2018-05-16 20:40:48,34
2018-05-16 20:41:02,34
2018-05-16 20:41:16,34
2018-05-16 20:41:30,34
2018-05-16 20:41:44,34
